H3C 1W4,(30.327299999999997,-49.03886666666667)
M3N 1N1,(21.8774,-39.76295)
""85324"",(22.244866666666667,-74.52666666666666)
L5B 4L1,(38.73447777777777,-70.79618888888888)
T2X 3V1,(38.1786,-85.5425)
H2S 1N2,(30.359333333333336,-49.07013333333333)
L6S 0C2,(29.1639,-53.129533333333335)
H1S 1V9,(22.79635,-36.7865)
L6Z 3S4,(29.151633333333336,-53.19786666666667)
M6H 2B9,(21.835,-39.7189)
L3R 1M7,(29.241933333333332,-52.86776666666666)
M5N 1S8,(21.85705,-39.7074)
H7X 1E1,(22.7646,-36.9102)
L1N 2B9,(21.9385,-39.46005)
L6S 6J1,(21.8784,-39.8648)
T2A 4V5,(34.025733333333335,-75.96133333333333)
M9R 2R4,(21.8398,-39.7733)
L4K 4M2,(21.8937,-39.7365)
L5R 4G6,(39.64806363636364,-72.4503)
M4M 2A9,(21.8296,-39.6768)
L6J 3H1,(21.7255,-39.8365)
L4B 3K4,(39.87678181818182,-72.16644545454545)
H8S 4L9,(22.71425,-36.83855)
H4A 2Z1,(22.73685,-36.78185)
M2J 4A8,(41.21202352941176,-74.66311176470589)
M3C 1T2,(38.856944444444444,-70.51922222222223)
L4G 1M1,(32.998225000000005,-59.60015)
H2T 2R4,(22.76025,-36.7952)
M5G 2J3,(29.107466666666667,-52.92353333333333)
M6M 1S6,(32.7695,-59.59985)
M6K 1L5,(40.5244,-73.75712857142855)
J3G 4K9,(22.78515,-36.5999)
M1P 2R2,(36.4583,-66.06403333333333)
T2P 1Z9,(34.03293333333334,-76.054)
M4C 1N1,(21.84485,-39.64625)
L4W 4T7,(21.83075,-39.79925)
L6A 4A6,(21.93155,-39.7437)
H2L 4S9,(39.01492857142857,-63.05880000000001)
L6P 0A1,(21.85365,-39.89485)
H1Z 4P3,(22.77915,-36.80805)
H2Z 1P3,(22.75155,-36.7816)
T2G 2A8,(25.5044,-57.032)
H3B 2G4,(22.7484,-36.7859)
L4K 1W5,(21.9014,-39.7451)
L4L 8L4,(29.203999999999997,-53.033366666666666)
M6E 2V8,(21.8431,-39.7191)
L4G 3V6,(29.330033333333333,-52.97143333333333)
T4B 3G4,(34.173966666666665,-76.00266666666666)
T3H 3Z8,(34.029133333333334,-76.13733333333333)
L4L 5M4,(21.8948,-39.78425)
M6B 3A3,(21.8559,-39.71415)
""35758"",(21.53655,-44.7006)
J7K 2A3,(22.86745,-36.8064)
L4B 4W5,(21.9326,-39.6948)
L4K 4V5,(21.91835,-39.75045)
L4B 1C6,(32.8891,-59.543025)
L4B 3B1,(40.47103846153846,-73.28165384615384)
T3K 2K9,(34.10726666666667,-76.04533333333333)
J4Y 0G6,(22.7253,-36.72215)
H4P 2M1,(30.329166666666666,-49.105466666666665)
T2L 0C5,(34.05943333333334,-76.07866666666666)
H3B 3B8,(37.919066666666666,-61.30779999999999)
T2E 6N3,(25.54625,-57.0145)
T2S 2S4,(40.829480000000004,-91.2568)
J7V 0N3,(36.328860000000006,-59.22586)
L4H 2P8,(39.842918181818185,-72.32508181818183)
H2H,(22.7668,-36.78765)
L3R 5M9,(21.91285,-39.66755)
""15235"",(40.2371114130435,-79.3859288043478)
M9B 1B9,(29.0856,-53.0333)
L4L 9K4,(36.488033333333334,-66.28693333333332)
M2K 2W1,(36.47563333333333,-66.14125)
H8Y 3C5,(22.7506,-36.9072)
H3P 1Y5,(30.350966666666665,-49.09843333333333)
T2G 0K8,(34.030166666666666,-76.039)
H2L 1Z5,(22.7592,-36.77905)
L4J 8S3,(29.195800000000002,-52.96426666666667)
""85337"",(22.427899999999998,-74.77033333333333)
H3N 1S7,(22.7628,-36.81265)
H2P 1V7,(22.77235,-36.8138)
L3T 2A6,(39.41963,-71.47815)
T3H 2H3,(38.295575,-85.635)
M4C 4N2,(21.8469,-39.6551)
T3E 0B6,(34.02503333333333,-76.09133333333334)
L5G 3H5,(21.7819,-39.79635)
M6R 2L5,(37.41004285714286,-68.09855714285715)
""89199"",(28.86422,-92.1212)
M5H 1W2,(34.92012,-63.50524)
M2M 3V3,(21.89245,-39.70815)
M4N 2K8,(21.86305,-39.70095)
L1S 7K8,(29.228199999999998,-52.6826)
T2M 2R3,(25.5248,-57.0315)
M5R 1G4,(37.43302857142857,-68.05)
H3H 1E5,(22.7477,-36.7912)
T2H 2K5,(25.4894,-57.03)
H2W 1X2,(22.7593,-36.7922)
T2M 0J9,(34.04473333333333,-76.05366666666667)
M6P 1Y5,(32.749125,-59.596975)
T2C 2H9,(25.5232,-57.029)
L4B 4K3,(32.886925,-59.53685)
H2Y 1C7,(40.45306666666667,-65.38017777777777)
""89115"",(36.12658885869565,-114.76012771739143)
M4W,(40.55327857142857,-73.71486428571428)
M3J 2Z4,(21.8789,-39.73305)
M2L 1A9,(34.99768,-63.50788)
T2R 0B8,(42.535716666666666,-95.05399999999999)
H1W 1S4,(34.16075,-55.15755)
""85207"",(33.30276875,-111.22437500000004)
L4B 3Z1,(41.40801111111111,-74.97749999999999)
H2S 1Z8,(22.767,-36.79795)
M1X 1E6,(37.56261428571429,-67.92677142857143)
M3B 1Y8,(29.169766666666664,-52.899800000000006)
""85032"",(33.59901260445682,-111.92320125348188)
M4S 1P1,(21.852,-39.6941)
H3W 1X5,(36.3875,-58.90264)
M5V 2S9,(21.82115,-39.6981)
J8B,(22.9743,-37.06485)
T2B 3G4,(25.51765,-56.997)
L5B 3C9,(29.0591,-53.09603333333333)
M2H 3C3,(21.90295,-39.6748)
M3H 1T5,(21.8679,-39.7201)
H7T 1S9,(22.78415,-36.8771)
T3A 0P4,(25.54745,-57.0755)
M1S 4N5,(32.843775,-59.438925000000005)
L4G 8A4,(22.0064,-39.70745)
M4N 2N5,(29.15416666666667,-52.93573333333333)
M6H 1R4,(21.82985,-39.7222)
T2E 1K1,(25.5333,-57.0285)
H2L,(39.830087500000005,-64.36487500000001)
L3R 1C1,(32.8686,-59.504099999999994)
""44286"",(40.34407173913042,-79.86685)
M4A 2V6,(38.88248888888889,-70.50028888888889)
H3B 3B6,(22.7516,-36.7847)
M6K 3N7,(36.36648333333333,-66.18261666666666)
L6H 7P3,(38.048562499999996,-69.752475)
H4L 3M8,(34.1366,-55.262950000000004)
H3A 3J5,(42.46876666666666,-68.66744666666668)
L6C 2B5,(21.9482,-39.65775)
M1L 4M7,(21.86155,-39.638)
H3B 1B2,(34.12835,-55.176500000000004)
T3C 0J4,(34.029333333333334,-76.06066666666666)
M9W 4Y2,(21.83965,-39.7939)
M4B 2S6,(21.85255,-39.6565)
""85209"",(33.2186864321608,-111.13557788944729)
M8V 3A5,(29.06856666666667,-53.0034)
M5R,(41.771130434782606,-75.94974782608695)
M5H 1T1,(40.53192857142857,-73.71305)
M5B 2G3,(32.746575,-59.53274999999999)
L4C 3R6,(21.9371,-39.71965)
M8Z 2E2,(21.8105,-39.7743)
H4G 1V6,(34.097899999999996,-55.175325)
T2E 3P6,(34.05866666666667,-76.03433333333334)
J7C 2H2,(22.8264,-36.92315)
M5A 2Y2,(32.737049999999996,-59.521024999999995)
""92591"",(16.7478,-55.9625)
L5N 8P7,(40.69001333333334,-74.46751999999998)
L5S 1V3,(21.8469,-39.8278)
J7V 9K7,(22.7021,-37.0152)
""61803"",(35.654088888888886,-78.40932222222222)
M5V 1W4,(29.099833333333333,-52.92586666666667)
M1R 1R9,(29.15743333333333,-52.87116666666666)
T2L 0E7,(34.06206666666667,-76.08633333333334)
H3Z 1P4,(37.90565,-61.322616666666676)
M5V 3S6,(32.736025,-59.547425000000004)
L4Z 2G3,(21.81645,-39.83175)
M1T 3K2,(36.48173333333334,-66.09053333333334)
M8Z 1N8,(29.082766666666668,-53.0074)
T1Y 6J6,(25.5414,-56.9935)
L6A 4K6,(21.92965,-39.74635)
T2T 3V5,(25.5141,-57.0475)
T3B 4T1,(25.5421,-57.104)
M5A 4P5,(32.73635,-59.527675)
T2S 0J3,(34.0215,-76.04733333333333)
H2H 1J3,(30.35596666666667,-49.049266666666675)
M5J 0A3,(37.407871428571426,-68.04068571428571)
M3C 0C6,(21.86255,-39.66435)
T3E 7M8,(38.253724999999996,-85.598)
L6T 4J4,(29.129900000000003,-53.128566666666664)
L3P 1A7,(32.9041,-59.449749999999995)
T2Z 4E7,(43.65701428571429,-97.68642857142856)
H4G 2E4,(22.73435,-36.78415)
H2X 1B7,(40.45777777777778,-65.39694444444444)
H9H 3P6,(36.38322,-59.0929)
H3C 6A3,(22.76105,-36.7673)
M6B 2P9,(21.85515,-39.7283)
M3C 0G8,(21.86705,-39.6728)
L4W 2P3,(32.72895,-59.732375000000005)
M1P 2L8,(32.824825000000004,-59.461375)
M2J 5A9,(21.8869,-39.66155)
M3H 2R8,(21.8792,-39.73815)
T2E 3L8,(34.04483333333334,-76.03733333333334)
T3C 0R2,(25.52125,-57.0475)
L5H 2P1,(29.03533333333333,-53.05666666666667)
M4J 1L8,(41.11050588235294,-74.67204117647059)
M5G 2R3,(34.928380000000004,-63.507799999999996)
T2L 2L4,(44.7087,-99.873375)
T2Z 0V4,(25.4579,-56.967)
M6E 2H6,(32.77205,-59.58645)
M4R 2H1,(38.2437,-69.47395)
L5A 2X2,(29.061533333333333,-53.06446666666667)
M4C 1K2,(34.94862,-63.44918)
H2X 4C9,(36.409679999999994,-58.85562)
M5J 1A6,(36.36456666666667,-66.14718333333333)
J5C 1T1,(22.69375,-36.77655)
M3J 2C7,(38.2968875,-69.53569999999999)
M5V 2M5,(21.8266,-39.6916)
M4T 2Z1,(21.84435,-39.69695)
L1T 0K4,(21.9454,-39.52645)
H1W 2G5,(22.7732,-36.76845)
L1N 1V8,(21.9396,-39.47045)
H3G 2C1,(42.82220588235294,-69.25009411764708)
H2Y 2M8,(22.75105,-36.7788)
M2P 2B5,(29.164266666666666,-52.93913333333333)
H2J 1G6,(30.353799999999996,-49.05746666666666)
""15202"",(40.200662043795646,-79.47855036496347)
T3E 4Y3,(25.5066,-57.0735)
T1Y 3R7,(43.787328571428574,-97.67742857142856)
M6C 2B6,(38.2383125,-69.4982625)
""15031"",(26.898966666666666,-53.43993333333333)
M5L 1E2,(38.1921625,-69.457025)
M6A 2A3,(29.1469,-52.95316666666667)
""44105"",(40.36084999999999,-79.50000526315789)
H8S 2N7,(34.07532500000001,-55.262975)
J3H 3N8,(30.3753,-48.793299999999995)
L5N 1R6,(21.79395,-39.88485)
M4S 1Z7,(39.727272727272734,-72.17924545454547)
L4K 4G4,(21.90265,-39.76805)
H2S 3C7,(42.85398235294117,-69.28332352941176)
L5B 1H4,(29.0525,-53.0778)
T3C 0K3,(34.02956666666666,-76.07)
M2N 3A1,(21.8816,-39.7033)
L1S 2B8,(36.54858333333333,-65.85334999999999)
L1V 3E1,(21.92285,-39.5373)
L4J 6W7,(32.8535,-59.578375)
M6B 4L9,(21.84945,-39.72925)
M6P 1Z4,(38.81362222222222,-70.63961111111111)
H2B 3C8,(22.78285,-36.823)
M9W 6P1,(21.8557,-39.79545)
T2R 0G3,(25.5216,-57.042)
M5S 3L4,(21.8321,-39.69335)
L6T 5V7,(29.119266666666665,-53.136199999999995)
H1Z 1C3,(22.7858,-36.81955)
""85382"",(33.600434880239476,-112.07433832335312)
M6C 2X6,(32.761225,-59.570800000000006)
J7H 0A2,(22.8143,-36.92365)
""15219"",(40.30137823129252,-79.72181598639462)
L5L 3C1,(21.76725,-39.83485)
L3X 2P9,(22.01985,-39.73865)
H4C 3C5,(30.315966666666668,-49.061566666666664)
M9C 5M1,(40.291561538461536,-73.48113076923076)
H4M 2Z5,(30.328733333333332,-49.1333)
""85018"",(33.46151572580656,-111.88041733870989)
M5T 2J8,(37.41715714285714,-68.05717142857142)
H3B 1H4,(36.39958,-58.85853999999999)
H3H 1J6,(22.7474,-36.79)
M4K 3C4,(21.83565,-39.67335)
M3B 2X2,(21.8739,-39.67365)
H1N 1C7,(22.79285,-36.77085)
L4W 0E6,(38.1831,-69.66935000000001)
M5T 2V4,(21.82505,-39.7013)
M5J 0A9,(21.821,-39.6908)
M1V 5K2,(21.9046,-39.6341)
L7A 0K9,(21.8485,-39.9119)
M5P 1A2,(21.849,-39.69905)
L4A 2S4,(21.9856,-39.6241)
""85072"",(26.750999999999998,-89.5752)
L6M 4L9,(21.73305,-39.8732)
T4B 3H1,(25.64655,-57.0115)
M5V 2N8,(21.81725,-39.69805)
L5L 6B1,(21.7626,-39.8585)
H1V 2B1,(22.7364,-36.79425)
T2E 2R9,(45.39156666666666,-101.38855555555557)
M6P 1Z2,(39.69580909090909,-72.24398181818181)
H2G 1M5,(22.77285,-36.7973)
J3V 6B1,(22.77075,-36.6793)
T3R 1E7,(34.12213333333333,-76.09033333333333)
M3N 2L2,(21.8848,-39.7607)
T2C 4P5,(33.975433333333335,-76.00533333333334)
T2X 1M2,(33.94153333333333,-76.04266666666666)
M1H 2K3,(21.887,-39.6257)
""89052"",(35.97190203921568,-115.01255764705898)
T3E 0C3,(47.634840000000004,-106.53420000000001)
T3C 3W2,(25.51975,-57.0705)
L5K 1T9,(37.31181428571428,-68.27454285714285)
M4B 3M9,(21.85515,-39.6545)
M6K 1M2,(37.40645714285715,-68.08794285714285)
M5K 1E7,(21.82365,-39.6902)
L6V 1H7,(21.84355,-39.8801)
M1B 3H1,(21.90205,-39.58455)
M4C 1M2,(36.40785,-66.07938333333334)
M4S 2A3,(39.72925454545455,-72.1795909090909)
M1C 1B6,(38.91901111111112,-70.37341111111111)
M4M 3H9,(37.42318571428571,-67.99571428571429)
H2T 2M3,(22.7616,-36.7977)
L1N 4J5,(21.9458,-39.47385)
T2S 0A4,(38.278325,-85.5505)
M5V 3P5,(34.916039999999995,-63.5129)
T2Y 1M7,(38.1934,-85.55425)
L4W 2M2,(21.8216,-39.81965)
M5S 1X2,(41.76780434782608,-75.95355217391305)
M6H 1M9,(36.3826,-66.19858333333333)
H8Z 3K8,(22.75365,-36.9112)
H2X 1K6,(34.13295,-55.172375)
M5A 2K8,(21.8319,-39.6855)
L6C 0P3,(21.9467,-39.6876)
H4W 2T5,(38.97954285714285,-63.142114285714285)
M4M 1J5,(39.294709999999995,-71.4077)
H1X 3C9,(22.77735,-36.7933)
H3B 4R7,(22.7857,-36.7623)
L6W 0A6,(36.39928333333334,-66.4335)
H2T 1T3,(34.14555,-55.202074999999994)
M5T 1R7,(21.8291,-39.6999)
M6G 1K4,(40.75387333333333,-74.11864666666666)
H3G 2H4,(40.440200000000004,-65.40116666666667)
""15068"",(40.20614587155963,-79.0127348623853)
M5B 2J6,(29.107833333333332,-52.919399999999996)
M2R 1Y1,(29.182866666666666,-52.961533333333335)
H4H 1X7,(22.7254,-36.7844)
T3G 3P7,(34.084666666666664,-76.13933333333334)
L5M 5X9,(21.78705,-39.85755)
M5R 1C4,(39.707300000000004,-72.17718181818182)
H2L 3G6,(30.3455,-49.03706666666667)
M4X 1X6,(29.114666666666665,-52.917899999999996)
L3T 1L4,(32.853025,-59.5627)
M4K 1R1,(40.038850000000004,-72.73449166666667)
M5A 1S9,(32.7415,-59.523875000000004)
H2R 3A8,(22.7699,-36.80675)
M1V 5N3,(32.86885,-59.475274999999996)
M9B 5Z9,(21.83665,-39.7769)
L4G 7Y3,(37.73274285714286,-68.09848571428572)
H3C 1P1,(30.332066666666663,-49.03863333333334)
H8N 2W9,(22.7213,-36.8146)
M2H 3B2,(29.20443333333333,-52.89243333333334)
M1X 1B3,(21.90985,-39.61665)
M5S 2N3,(21.83095,-39.7036)
H2X 2J4,(22.754,-36.7838)
T2A 0R1,(44.6573375,-99.740375)
T2X 1L3,(25.45575,-57.0215)
""06280"",(18.0831,-57.5965)
M5P 2J8,(29.136333333333337,-52.938066666666664)
T2M 3M7,(34.046033333333334,-76.06)
L5R 3V6,(38.76761111111111,-70.8373888888889)
M4S 1Z3,(39.32867,-71.45684000000003)
H3S 2A5,(22.7512,-36.8176)
J4H 4E5,(22.76805,-36.75645)
J6W 4P7,(22.8502,-36.824)
M4W 2L4,(37.4434,-68.05011428571429)
L4B 0C7,(21.921,-39.69745)
H9G 2R4,(34.10875,-55.3793)
T2E 5T2,(25.5269,-57.0125)
M6E 1B1,(32.758575,-59.580974999999995)
H3B 1H2,(22.75035,-36.78615)
H1N 1C1,(22.78875,-36.77295)
H1E 3B5,(22.8175,-36.793)
H2V 1E6,(22.76085,-36.80755)
M4M 1H9,(21.83005,-39.67225)
T2R 0J8,(25.52,-57.0445)
L1V 1C1,(39.856145454545455,-71.8944090909091)
T2V 3H9,(25.4861,-57.0475)
L6X 0R8,(21.8379,-39.9028)
T0M 0E0,(46.942116666666664,-104.49033333333331)
M9N 1J3,(21.8505,-39.75885)
""44255"",(38.710281249999994,-76.15046874999999)
L6W 3R6,(21.84205,-39.8586)
T2W 4J3,(33.960633333333334,-76.073)
L4Z 3E8,(39.66019090909091,-72.43368181818181)
T3C 3L5,(25.5245,-57.076)
M1B 2G5,(29.209833333333336,-52.82256666666667)
M5V 1P7,(32.735699999999994,-59.543099999999995)
L5A 4E1,(34.86422,-63.69102)
M3K 1G7,(37.480371428571424,-68.12572857142858)
M9V 3Y6,(21.8714,-39.8018)
M4N 2L9,(32.798075,-59.5526)
M4M 1X9,(21.83255,-39.677)
M5T 2W7,(38.1969,-69.4671125)
M5C 3G7,(32.739625000000004,-59.534225000000006)
L3T 2R5,(21.90465,-39.6998)
""85232"",(16.6894,-55.8975)
L1N 7H8,(21.9399,-39.4703)
L3Y 8S1,(37.768385714285714,-68.12877142857143)
L4H 3N5,(35.06314,-63.70128)
L1T 1P4,(21.9292,-39.52065)
""44145"",(41.35439516539439,-81.72099465648849)
H4L 2L8,(22.75485,-36.83745)
M1T 1A4,(38.3025625,-69.406875)
L6H 3K4,(21.7344,-39.84035)
H8N 1T7,(37.857,-61.35796666666667)
M5H 3V5,(21.8253,-39.69085)
T4B 1X5,(25.63685,-57.0065)
L1V 1A1,(21.90415,-39.5653)
T2A 6J9,(38.28815,-85.49475)
H4T 1G2,(22.73895,-36.8515)
L5T 2X5,(21.8203,-39.8385)
M5T 3K2,(21.82625,-39.69545)
""89131"",(36.19414836956523,-114.93107608695638)
L4Z 1N5,(21.81065,-39.8352)
H4N,(30.354899999999997,-49.103366666666666)
M1P 4Y1,(29.17076666666667,-52.850433333333335)
J7R 0G2,(22.78335,-36.9959)
L1N 2L1,(35.10874,-63.12894)
M6S 3Z1,(21.82765,-39.74355)
T2Y 2Z7,(40.723299999999995,-91.2516)
L4K 4Z5,(21.9009,-39.76715)
H2L 3M2,(22.7608,-36.7832)
M4L 6S8,(21.8006,-39.7519)
T3H 2Z9,(40.839,-91.3486)
H1P 1W7,(22.79925,-36.789)
H2Y 2V7,(22.75235,-36.77775)
M9N 1R7,(21.83035,-39.68295)
M4J 3H4,(21.8398,-39.66995)
H1W 1G2,(22.77065,-36.77725)
M9W 6R1,(21.8767,-39.80875)
M4T 1Z8,(21.84505,-39.69735)
M5R 3H1,(21.8368,-39.7072)
M1H 2X4,(21.8903,-39.6207)
T2B 1M4,(25.5159,-56.982)
M8X 2B5,(34.917539999999995,-63.61116)
M2M 1A4,(21.88985,-39.7099)
""07083"",(18.00805,-57.529)
T2P 0A5,(25.5262,-57.0335)
M6P 2R7,(21.828,-39.7328)
M1L 4A1,(21.85915,-39.64235)
H3H 1G9,(30.330533333333335,-49.0537)
L6W 1T2,(21.84425,-39.87095)
M9W 6C2,(21.86705,-39.8048)
J4Y 3B8,(22.71845,-36.7365)
L3T 7Y9,(32.8813,-59.535275)
M6J 1V6,(37.4154,-68.06605714285715)
J4Y 0G4,(40.929959999999994,-66.11751000000001)
M3C 2S2,(21.86095,-39.6639)
T3J 3W5,(25.551,-56.9885)
L5N 6P9,(21.80215,-39.89005)
""15082"",(26.9207,-53.47483333333334)
T3J 4X5,(25.5494,-56.9775)
L5M 6L2,(21.7716,-39.87195)
M5H 3R3,(29.1016,-52.9204)
T2B,(38.26995,-85.47925000000001)
M5B 2N6,(29.104433333333333,-52.91726666666667)
L6J 2X6,(21.73115,-39.8407)
M6K 3L3,(32.723175,-59.559475)
T2R 0W3,(34.02673333333333,-76.044)
T2X 3R7,(33.92426666666666,-76.01733333333333)
T2N 4J6,(25.5278,-57.0585)
L4H 2Y1,(21.9171,-39.77875)
T3B 0H9,(25.54475,-57.1005)
M1R 5B3,(21.89535,-39.627)
L1W 3V7,(21.915,-39.5265)
M2J 5G3,(21.8973,-39.67315)
M5B 1Z9,(32.745875,-59.53415)
H8R 2E7,(22.71205,-36.8198)
T3C 2E7,(38.284375,-85.6065)
L3T 1R8,(21.90375,-39.711)
L4S 1P2,(21.9486,-39.69835)
L6H 4L4,(21.7416,-39.8481)
H2X 1H7,(30.343433333333333,-49.04383333333334)
M6A 2T2,(40.07610833333334,-72.83465)
H2X 3K2,(30.343100000000003,-49.04206666666666)
L4L 9K8,(36.49203333333333,-66.29436666666666)
M1B 0B4,(21.90755,-39.64645)
T3E 6L4,(42.51583333333333,-95.13)
M4Y 2E7,(29.112033333333333,-52.921400000000006)
H3H 2V5,(22.74655,-36.79015)
L6R 1H7,(21.88035,-39.8644)
T2H 2V2,(47.05697692307693,-105.29576923076921)
M6S 1M4,(32.739125,-59.60295000000001)
L7C,(21.87615,-39.91765)
M1R 1V1,(21.87465,-39.656)
M1T 3J7,(29.184433333333335,-52.87800000000001)
J7C 2K3,(22.83295,-36.93405)
L3S 1Y6,(21.91655,-39.6344)
L6G 0E6,(21.92485,-39.66205)
T1X 1C5,(25.5193,-56.9135)
M6J 2J5,(21.8215,-39.71285)
M4K 3H3,(21.83915,-39.6744)
H4T 1A2,(30.327466666666666,-49.13616666666667)
L6X 1K4,(21.84305,-39.88595)
M2N 3C3,(21.882,-39.6999)
L5N 6B9,(32.698274999999995,-59.81935000000001)
T2C 2E4,(25.501,-56.989)
M4W 2M9,(29.114733333333334,-52.92386666666667)
L6J 4J4,(21.7446,-39.8252)
M6H 4A,(21.82755,-39.71755)
T2C 4V7,(25.4895,-56.9935)
H3A 3E6,(30.33486666666667,-49.047799999999995)
H8R 3A4,(22.7137,-36.8196)
L7E 2B4,(29.24853333333333,-53.151633333333336)
M5H 1N1,(29.099166666666665,-52.92176666666666)
M5E 1R8,(34.91804,-63.49634)
M6K 3E4,(40.72995333333333,-74.12702666666668)
L4Z 2G1,(21.81425,-39.8381)
L4C 3E1,(36.57411666666667,-66.20058333333333)
H3K 2Y3,(22.73765,-36.78195)
M5V 3X3,(29.10053333333333,-52.925333333333334)
M4P 1K1,(21.854,-39.69585)
M4B 1X4,(21.8547,-39.65745)
L4J 8J2,(36.50771666666667,-66.18618333333333)
T2R 0B2,(25.5217,-57.038)
""89151"",(27.108224999999997,-86.42425)
M6H 2A4,(36.39021666666667,-66.2014)
L7E 4G1,(36.552366666666664,-66.43035)
L7E 1K4,(21.9311,-39.85395)
M6G 1L1,(40.025491666666674,-72.797425)
H4P 2H2,(36.39716,-58.92443999999999)
M8W 2W1,(32.7091,-59.659299999999995)
T2R 0E5,(42.535833333333336,-95.06666666666666)
M5R 1W6,(29.1156,-52.94263333333333)
H2L 1L3,(30.346733333333333,-49.04423333333333)
M5R 2G3,(34.93716,-63.51604000000001)
M4A 2L8,(32.789425,-59.47555)
L6Y 2V1,(21.8297,-39.8782)
M3A 1C3,(34.9932,-63.45438)
H9S,(22.72755,-36.8751)
H2R 1V7,(22.7709,-36.8061)
L5B 2N5,(32.6947,-59.730525)
L4K 5Y5,(41.08879375,-74.57064999999999)
L6J 2W7,(39.833999999999996,-73.04545833333334)
M4L 1G3,(34.93342,-63.452380000000005)
M5J 1X9,(21.81365,-39.67825)
L6R 3Y2,(29.172233333333335,-53.196266666666666)
H4G 2Z9,(22.7279,-36.78385)
M1W 2H7,(21.8958,-39.6564)
L1S 6W9,(21.917,-39.51695)
T3C 0Y1,(34.02613333333333,-76.06333333333333)
M1J 3H3,(21.87315,-39.60495)
T2H 0X4,(33.993833333333335,-76.04233333333333)
M5A 1Z4,(36.380566666666674,-66.14356666666667)
T2G 0X1,(25.51955,-57.016)
T2E 7H8,(34.0644,-76.02133333333333)
L1N 9K3,(29.266333333333336,-52.6256)
M8Z 1K5,(21.80825,-39.76165)
M2N 6L9,(21.88445,-39.7067)
L1N 2K8,(32.915225,-59.183675)
M2J 2K8,(36.48281666666667,-66.13751666666667)
M1M 1P4,(21.8655,-39.6133)
""61832"",(20.0477,-44.12985)
H2T 2K1,(34.144349999999996,-55.20245)
M5S 2L3,(21.8313,-39.70255)
""15116"",(39.785811111111116,-78.46682962962963)
L5N 4C4,(34.86616,-63.81208)
""89173"",(24.08323333333333,-76.809)
H3Z 2N9,(22.7388,-36.8013)
H2J 1N7,(30.3518,-49.05683333333334)
M6N 1H8,(36.39568333333333,-66.21499999999999)
H1L 1E5,(22.80455,-36.76335)
L4W 0B3,(21.8192,-39.80945)
M5S 1W9,(38.81484444444445,-70.58175555555556)
T2A 0T5,(34.02506666666667,-75.98033333333333)
M9B 6E3,(21.82615,-39.6884)
H2Y 2A2,(34.1267,-55.166725)
T3S,(25.4516,-56.9615)
""44060"",(41.5927017821782,-81.17975465346535)
L6R 2R6,(21.87335,-39.873)
""85016"",(33.479960447239655,-111.95571628232)
T2E 7A5,(25.5386,-57.007)
M9C 3B2,(21.8251,-39.7887)
L6Y 1N6,(34.93354000000001,-63.79018)
H1B 4A2,(22.8213,-36.752)
H2J 1H3,(34.149825,-55.187975)
M4P 2H9,(32.784925,-59.549549999999996)
M4X 1J6,(29.11406666666667,-52.916666666666664)
H4A 1X2,(36.37608,-58.89376)
T2P 1L3,(34.03006666666667,-76.057)
M6H 1N4,(38.80784444444444,-70.61314444444444)
L4Y 4C4,(29.072599999999998,-53.0548)
L1S 4S7,(21.93355,-39.5068)
M6E 3S8,(29.131466666666668,-52.96736666666666)
""85328"",(22.454700000000003,-74.839)
M1P 5C8,(29.1764,-52.85893333333333)
""85142"",(32.88978023255814,-110.39066279069769)
M4K 1R3,(29.119366666666668,-52.896933333333344)
T3B 2V1,(38.312475,-85.65475)
L6M 2V1,(21.72505,-39.85155)
L4A 1A5,(21.9853,-39.62555)
H2C 1S3,(30.374966666666666,-49.10456666666666)
L4L 9J5,(32.840225000000004,-59.658500000000004)
T2J 5N7,(25.47105,-57.0165)
L4B 1L3,(21.92865,-39.68905)
M6H 2Z7,(21.83065,-39.71535)
M3C 1S3,(29.14346666666667,-52.89096666666668)
L4W 1E3,(37.40494285714285,-68.25117142857142)
H1W 1S6,(34.161175,-55.15689999999999)
M1H 2W5,(32.830825000000004,-59.42977500000001)
H2W 1H4,(34.13895,-55.1835)
T4A 2H1,(25.648,-56.9985)
M5B 1E4,(34.9254,-63.50032000000001)
T2Y 3S5,(45.81704,-102.65950000000001)
H2S 3B2,(22.76675,-36.8071)
M6A 1C2,(21.85705,-39.72715)
M5R 2W3,(21.83315,-39.70275)
M1V 4S5,(42.25930357142857,-76.47005357142856)
L6Y 5L8,(37.421,-68.33478571428572)
M4S 3A6,(21.8523,-39.69875)
H1R 1X6,(30.3848,-49.06543333333334)
H1Y 1J3,(30.36616666666667,-49.05766666666667)
L5C 4G3,(21.7882,-39.82675)
H3T 1J4,(30.338166666666666,-49.07533333333333)
T2G 5S5,(25.51615,-57.018)
H3A 0A5,(30.334766666666667,-49.04906666666667)
M1K 2E2,(21.86655,-39.6339)
M3J 2E9,(21.88245,-39.7406)
T2A 1T2,(25.519,-56.98)
M6J 1G9,(36.3708,-66.17966666666668)
L6Y 4R3,(21.82555,-39.8792)
T2Z 3T7,(44.5512875,-99.71575)
M4P 2K4,(21.8541,-39.69655)
H2Y 1H2,(39.8193,-64.3575625)
T3K 3Y8,(25.5744,-57.026)
H2Y 1Z4,(22.7526,-36.77705)
L5V 2W2,(21.801,-39.8476)
